,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,455,455,149,160,146,297,98,95,104,158,51,65,42,338,113,113,112,117,36,47,34,26,8,8,10,172,59,59,54,187,62,67,58,70,20,26,24,198,67,67,64,257,82,93,82,264,87,93,84,196,64,68,64,152,52,51,49,303,97,109,97,157,60,50,47,206,70,70,66,137,42,56,39,73,20,27,26,17,7,3,7,22,10,4,8,350,113,120,117,105,36,40,29,129,40,56,33,82,25,27,30,239,81,76,82,5,3,1,1,261,195,212,202,276,222,221,223,355,279,282,282,192,150,157,151,448,146,158,144,177,53,75,49,155,55,51,49
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree strongly (5),31,31,33,33,27,30,36,26,29,32,27,42,24,31,35,31,29,30,28,36,24,42,38,38,50,34,39,36,28,31,32,33,28,19,15,23,17,35,39,36,31,28,28,30,24,36,43,35,31,38,45,37,33,37,46,33,31,28,26,32,26,34,37,32,34,42,43,44,39,26,33,27,18,22,25,19,23,0,0,0,0,9,0,25,13,34,39,37,27,20,14,20,28,33,35,41,18,32,28,26,40,30,35,29,27,0,0,0,0,34,33,35,32,36,36,34,35,34,33,34,33,38,40,37,39,31,34,33,28,31,38,32,20,39,45,41,31
Agree slightly (4),51,51,51,49,51,52,50,53,53,48,53,45,48,52,50,52,54,46,53,43,44,42,38,63,30,43,41,44,44,55,56,52,57,60,70,50,63,43,40,46,42,56,60,52,59,50,48,52,50,47,48,47,47,49,46,51,49,51,54,49,53,51,50,52,51,52,51,50,56,55,50,52,64,48,55,52,38,35,43,0,43,27,50,25,0,51,50,48,55,50,56,55,38,47,45,43,58,46,44,63,33,53,54,49,55,100,100,100,100,47,52,50,51,49,49,50,51,50,51,49,50,48,51,50,49,51,51,49,51,55,55,51,61,48,44,47,53
"Neither agree, nor disagree (3)",13,13,9,13,16,13,8,18,13,12,12,6,21,12,10,12,13,16,8,15,26,15,25,0,20,15,10,14,20,12,8,13,14,10,5,15,8,15,12,12,20,11,7,14,12,10,5,10,15,10,3,12,16,9,4,10,14,15,12,15,16,9,7,10,11,4,4,4,5,18,14,21,15,16,10,11,27,35,14,67,43,32,20,25,50,11,8,12,14,18,14,18,24,13,13,11,18,13,8,7,23,13,9,17,12,0,0,0,0,13,10,10,12,11,12,13,11,12,11,12,12,13,8,11,11,13,10,13,16,10,4,12,14,8,5,8,12
Disagree slightly (2),5,5,6,5,5,4,5,3,5,8,8,8,7,5,4,4,5,8,11,6,6,0,0,0,0,8,8,7,7,2,3,1,2,11,10,12,13,7,7,6,6,5,5,4,5,4,5,3,4,4,3,4,5,5,4,6,6,6,7,5,5,6,7,6,4,1,1,1,0,1,2,0,3,14,10,19,12,24,29,33,14,32,30,25,38,4,4,4,4,10,14,8,10,5,5,5,6,9,20,4,3,5,2,5,6,0,0,0,0,5,5,5,5,4,3,3,3,4,5,4,4,2,1,2,1,5,5,5,5,5,4,5,4,5,5,4,4
Disagree strongly (1),0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Top 2 Box (Net),82,82,84,82,79,82,86,79,82,80,80,86,71,83,85,83,82,76,81,79,68,85,75,100,80,77,80,80,72,86,89,85,84,79,85,73,79,78,79,82,73,84,88,82,83,86,91,87,81,86,94,84,80,86,92,84,80,80,79,81,78,85,87,84,85,95,94,94,95,81,83,79,82,70,80,70,62,35,43,0,43,36,50,50,13,85,88,84,82,70,69,75,66,81,80,84,76,78,72,89,73,83,89,78,82,100,100,100,100,82,85,85,83,85,85,84,86,84,84,84,84,86,91,87,88,82,85,82,79,85,92,83,82,87,89,88,84
Bottom 2 Box (Net),6,6,7,5,5,5,6,3,5,8,8,8,7,5,5,4,5,8,11,6,6,0,0,0,0,8,10,7,7,2,3,1,2,11,10,12,13,7,9,6,6,5,5,4,5,4,5,3,4,4,3,4,5,5,4,6,6,6,8,5,5,6,7,6,4,1,1,1,0,1,2,0,3,14,10,19,12,29,43,33,14,32,30,25,38,4,4,4,4,11,17,8,10,6,8,5,6,9,20,4,3,5,2,5,6,0,0,0,0,5,5,5,5,4,3,3,3,5,5,5,5,2,1,2,1,5,5,5,5,5,4,5,4,5,5,4,4
Mean,4.07,4.07,4.09,4.09,4.01,4.07,4.14,4.02,4.06,4.05,4,4.2,3.88,4.09,4.13,4.1,4.05,3.98,3.97,4.09,3.85,4.27,4.13,4.38,4.3,4.03,4.07,4.08,3.93,4.15,4.18,4.16,4.1,3.86,3.9,3.85,3.83,4.06,4.07,4.12,3.98,4.07,4.11,4.08,4.02,4.19,4.29,4.19,4.08,4.2,4.36,4.16,4.08,4.17,4.35,4.12,4.04,4.01,3.96,4.08,3.99,4.14,4.17,4.1,4.15,4.36,4.36,4.37,4.35,4.06,4.14,4.05,3.97,3.78,3.95,3.7,3.73,3,2.86,2.67,3.29,3.14,3.2,3.5,2.88,4.15,4.24,4.17,4.05,3.78,3.64,3.88,3.83,4.07,4.05,4.2,3.88,4.01,3.8,4.11,4.1,4.08,4.21,4.01,4.02,4,4,4,4,4.1,4.12,4.16,4.1,4.17,4.18,4.15,4.17,4.13,4.12,4.13,4.12,4.22,4.29,4.22,4.26,4.08,4.12,4.1,4.02,4.11,4.26,4.09,3.98,4.22,4.29,4.25,4.1
Standard Error,0.04,0.04,0.07,0.06,0.07,0.05,0.09,0.08,0.08,0.07,0.12,0.11,0.13,0.04,0.08,0.07,0.07,0.08,0.15,0.13,0.15,0.14,0.3,0.18,0.26,0.07,0.13,0.11,0.12,0.05,0.09,0.09,0.09,0.1,0.18,0.18,0.18,0.06,0.12,0.1,0.11,0.05,0.08,0.08,0.08,0.05,0.08,0.08,0.09,0.06,0.09,0.1,0.1,0.07,0.1,0.11,0.12,0.05,0.09,0.08,0.08,0.06,0.11,0.12,0.11,0.04,0.08,0.08,0.07,0.06,0.12,0.09,0.11,0.11,0.2,0.19,0.19,0.23,0.46,0.33,0.29,0.21,0.29,0.65,0.35,0.04,0.07,0.07,0.07,0.09,0.17,0.13,0.18,0.08,0.15,0.11,0.14,0.1,0.22,0.13,0.16,0.05,0.08,0.09,0.09,0,0,0,0,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.04,0.07,0.06,0.07,0.06,0.1,0.09,0.1,0.06,0.11,0.11,0.11
#page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 20634a MCBC Standard Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col percents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13. I only buy the highest quality alcoholic drink brands (How much do you agree...),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Unweighted - All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,GENDER,,,,,,,,SOCIAL CLASS,,,,,,,,AGED,,,,,,,,,,,,,,,,,,,,,,,,COBRA PURCHASE,,,,,,,,,,,,,,,,BRAND LOYALISTS,,,,TARGET AUDIENCE,,,,,,,,,,,,,,,,,,,,PRODUCT ACCEPTORS/ REJECTORS,,,,,,,,REGION,,,,,,,,,,,,,,,,SHOPPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,MALE,,,,FEMALE,,,,ABC1,,,,C2DE,,,, 18-24,,,, 25-34,,,, 35-44,,,, 45-49,,,, 18-34S,,,, 35+,,,,EVER BOUGHT AND DRUNK COBRA,,,,BOUGHT AND DRUNK COBRA LAST 6 MONTHS,,,,BOUGHT AND DRUNK COBRA LAST 4 WEEKS,,,,TOTAL NON COBRA L4W BUYERS,,,,COBRA,,,,ENTHUSIASTIC INFLUENCERS,,,,SOCIAL EXPLORERS,,,,CONSIDERED BALANCERS,,,,CONTENT ROUTINERS,,,,SAFE & SAVVY,,,,ACCEPTORS,,,,REJECTORS,,,,NORTH + SCOTLAND,,,,MIDLANDS,,,,SOUTH + WALES,,,,NORTHERN IRELAND,,,,ASDA,,,,SAINSBURYS,,,,TESCO,,,,MORRISONS,,,,BIG 4,,,,DISCOUNTERS,,,,CONVENIENCE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,Total,Cobra Helix,Cobra Sheet,Cobra Current,Male,Cobra Helix,Cobra Sheet,Cobra Current,Female,Cobra Helix,Cobra Sheet,Cobra Current,ABC1,Cobra Helix,Cobra Sheet,Cobra Current,C2DE,Cobra Helix,Cobra Sheet,Cobra Current, 18-24,Cobra Helix,Cobra Sheet,Cobra Current, 25-34,Cobra Helix,Cobra Sheet,Cobra Current, 35-44,Cobra Helix,Cobra Sheet,Cobra Current, 45-49,Cobra Helix,Cobra Sheet,Cobra Current, 18-34S,Cobra Helix,Cobra Sheet,Cobra Current, 35+,Cobra Helix,Cobra Sheet,Cobra Current,Ever Bought And Drunk Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 6 Months,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 4 Weeks,Cobra Helix,Cobra Sheet,Cobra Current,Total non Cobra L4W buyers,Cobra Helix,Cobra Sheet,Cobra Current,Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Enthusiastic Influencers,Cobra Helix,Cobra Sheet,Cobra Current,Social Explorers,Cobra Helix,Cobra Sheet,Cobra Current,Considered Balancers,Cobra Helix,Cobra Sheet,Cobra Current,Content Routiners,Cobra Helix,Cobra Sheet,Cobra Current,Safe & Savvy,Cobra Helix,Cobra Sheet,Cobra Current,Acceptors,Cobra Helix,Cobra Sheet,Cobra Current,Rejectors,Cobra Helix,Cobra Sheet,Cobra Current,North + Scotland,Cobra Helix,Cobra Sheet,Cobra Current,Midlands,Cobra Helix,Cobra Sheet,Cobra Current,South + Wales,Cobra Helix,Cobra Sheet,Cobra Current,Northern Ireland,Cobra Helix,Cobra Sheet,Cobra Current,ASDA,Cobra Helix,Cobra Sheet,Cobra Current,SAINSBURYS,Cobra Helix,Cobra Sheet,Cobra Current,TESCO,Cobra Helix,Cobra Sheet,Cobra Current,MORRISONS,Cobra Helix,Cobra Sheet,Cobra Current,BIG 4,Cobra Helix,Cobra Sheet,Cobra Current,DISCOUNTERS,Cobra Helix,Cobra Sheet,Cobra Current,CONVENIENCE,Cobra Helix,Cobra Sheet,Cobra Current
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,455,455,149,160,146,297,98,95,104,158,51,65,42,338,113,113,112,117,36,47,34,26,8,8,10,172,59,59,54,187,62,67,58,70,20,26,24,198,67,67,64,257,82,93,82,264,87,93,84,196,64,68,64,152,52,51,49,303,97,109,97,157,60,50,47,206,70,70,66,137,42,56,39,73,20,27,26,17,7,3,7,22,10,4,8,350,113,120,117,105,36,40,29,129,40,56,33,82,25,27,30,239,81,76,82,5,3,1,1,261,195,212,202,276,222,221,223,355,279,282,282,192,150,157,151,448,146,158,144,177,53,75,49,155,55,51,49
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree strongly (5),18,18,20,19,16,18,21,17,15,20,18,22,19,19,21,18,19,16,17,21,9,27,38,13,30,19,19,22,17,19,23,18,17,11,10,15,8,20,21,21,19,17,20,17,15,19,23,18,15,20,25,18,17,22,27,20,20,17,16,18,14,19,20,20,17,22,26,17,24,12,12,14,8,25,20,33,19,12,14,33,0,9,20,0,0,20,20,23,17,13,19,8,14,16,20,18,9,21,24,19,20,19,20,20,18,0,0,0,0,20,18,19,18,21,21,19,20,19,19,17,17,23,23,21,21,19,21,19,16,16,21,16,10,23,22,25,20
Agree slightly (4),41,41,37,46,41,39,36,36,44,46,39,60,33,42,39,49,38,39,31,38,50,42,25,63,40,44,46,49,37,42,34,48,43,33,25,27,46,44,43,51,38,39,32,42,44,40,34,51,33,42,41,54,31,38,35,51,27,43,38,43,48,38,38,42,32,49,43,57,45,39,36,41,41,34,30,26,46,35,29,67,29,14,20,25,0,42,41,48,36,40,25,38,62,43,33,48,48,40,36,44,40,41,38,45,39,40,67,0,0,42,42,41,40,42,42,42,44,41,41,41,41,42,43,43,42,41,36,45,42,44,36,51,43,42,45,45,35
"Neither agree, nor disagree (3)",26,26,30,23,26,29,31,31,26,20,27,11,26,26,28,24,27,25,33,19,24,12,0,25,10,23,29,15,24,28,31,25,28,34,40,31,33,21,25,16,22,30,33,27,29,23,28,16,27,20,22,12,27,20,25,10,24,29,32,28,27,29,33,20,32,22,27,20,20,34,38,29,36,19,20,19,19,35,43,0,43,27,20,25,38,25,27,18,29,30,39,35,14,28,35,21,30,22,32,15,20,26,27,26,26,20,0,0,100,27,28,27,29,20,20,20,20,26,27,26,27,20,18,20,21,26,29,23,26,25,32,19,27,17,20,12,18
Disagree slightly (2),12,12,12,10,13,11,10,13,11,13,16,6,19,10,11,8,13,15,17,15,15,15,25,0,20,13,7,14,20,7,11,4,7,17,25,19,8,14,9,12,20,10,15,9,7,14,13,11,19,14,9,10,22,16,10,14,24,10,13,8,7,11,5,14,17,6,4,4,9,12,12,13,13,18,25,19,12,18,14,0,29,36,40,25,38,11,11,8,15,14,17,18,7,11,13,9,12,13,8,19,13,11,12,7,13,40,33,100,0,8,9,9,9,13,13,14,12,12,11,13,12,10,9,10,10,12,12,10,13,12,9,11,18,15,11,12,22
Disagree strongly (1),3,3,1,3,3,3,2,4,4,1,0,2,2,2,1,2,4,4,3,6,3,4,13,0,0,1,0,0,2,4,2,4,5,4,0,8,4,1,1,0,2,4,1,5,5,4,2,4,5,4,3,6,3,5,4,6,4,2,0,2,3,3,3,4,2,1,0,1,2,3,2,4,3,4,5,4,4,0,0,0,0,14,0,25,25,3,2,3,3,2,0,3,3,2,0,4,0,4,0,4,7,3,2,3,4,0,0,0,0,3,4,4,4,3,4,4,4,3,2,2,2,5,6,6,6,3,1,3,3,3,2,4,2,4,2,6,4
Top 2 Box (Net),60,60,57,64,58,57,57,53,60,66,57,82,52,61,60,66,57,56,47,60,59,69,63,75,70,63,64,71,54,61,56,66,60,44,35,42,54,64,64,72,56,56,51,59,59,59,57,69,49,62,66,72,48,60,62,71,47,60,55,61,63,57,58,62,49,71,69,74,70,51,48,55,49,59,50,59,65,47,43,100,29,23,40,25,0,62,61,71,53,53,44,45,76,60,53,66,58,61,60,63,60,60,58,64,57,40,67,0,0,62,59,60,58,64,63,62,64,59,60,58,59,65,67,64,64,60,57,64,58,60,57,67,53,65,67,71,55
Bottom 2 Box (Net),14,14,13,13,16,14,12,17,14,14,16,8,21,12,12,10,16,20,19,21,18,19,38,0,20,14,7,14,22,11,13,9,12,21,25,27,13,15,10,12,22,14,16,14,12,18,15,15,24,18,13,16,25,20,13,20,29,11,13,10,10,15,8,18,19,7,4,6,11,15,14,16,15,22,30,22,15,18,14,0,29,50,40,50,63,14,12,11,18,16,17,20,10,12,13,13,12,17,8,22,20,14,15,9,17,40,33,100,0,11,13,13,13,16,17,18,16,15,13,16,15,16,15,16,16,15,14,13,17,15,11,15,20,19,13,18,27
Mean,3.61,3.61,3.62,3.67,3.54,3.57,3.64,3.48,3.57,3.7,3.59,3.94,3.48,3.66,3.69,3.73,3.56,3.48,3.42,3.53,3.47,3.73,3.5,3.88,3.8,3.68,3.76,3.8,3.46,3.65,3.65,3.7,3.6,3.3,3.2,3.23,3.46,3.69,3.73,3.81,3.52,3.56,3.54,3.57,3.56,3.56,3.63,3.68,3.36,3.6,3.75,3.68,3.38,3.57,3.71,3.65,3.35,3.63,3.58,3.68,3.64,3.58,3.67,3.6,3.45,3.85,3.9,3.84,3.82,3.45,3.43,3.5,3.38,3.58,3.35,3.67,3.65,3.41,3.43,4.33,3,2.68,3.2,2.5,2.13,3.65,3.67,3.79,3.49,3.49,3.47,3.3,3.76,3.62,3.6,3.68,3.55,3.61,3.76,3.56,3.53,3.62,3.6,3.72,3.55,3,3.33,2,3,3.67,3.61,3.63,3.59,3.66,3.62,3.59,3.64,3.6,3.63,3.57,3.59,3.67,3.69,3.62,3.63,3.61,3.62,3.66,3.53,3.58,3.64,3.64,3.41,3.65,3.75,3.73,3.45
Standard Error,0.05,0.05,0.08,0.08,0.08,0.06,0.1,0.11,0.1,0.08,0.13,0.1,0.17,0.05,0.09,0.09,0.1,0.1,0.18,0.17,0.16,0.23,0.57,0.23,0.36,0.07,0.11,0.12,0.14,0.07,0.13,0.12,0.13,0.12,0.21,0.23,0.19,0.07,0.12,0.11,0.13,0.06,0.11,0.11,0.11,0.07,0.11,0.11,0.12,0.08,0.13,0.13,0.14,0.09,0.15,0.16,0.17,0.05,0.09,0.09,0.09,0.08,0.13,0.15,0.15,0.06,0.1,0.1,0.12,0.08,0.15,0.13,0.15,0.14,0.27,0.24,0.21,0.23,0.37,0.33,0.31,0.25,0.39,0.65,0.3,0.05,0.09,0.09,0.1,0.09,0.17,0.15,0.17,0.08,0.15,0.13,0.14,0.12,0.19,0.22,0.21,0.07,0.11,0.11,0.12,0.45,0.67,0,0,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.05,0.06,0.06,0.06,0.08,0.09,0.09,0.09,0.05,0.08,0.08,0.09,0.07,0.13,0.12,0.14,0.09,0.13,0.16,0.17
#page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 20634a MCBC Standard Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col percents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13. I generally choose the cheapest brand when buying alcohol (How much do you agree...),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Unweighted - All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,GENDER,,,,,,,,SOCIAL CLASS,,,,,,,,AGED,,,,,,,,,,,,,,,,,,,,,,,,COBRA PURCHASE,,,,,,,,,,,,,,,,BRAND LOYALISTS,,,,TARGET AUDIENCE,,,,,,,,,,,,,,,,,,,,PRODUCT ACCEPTORS/ REJECTORS,,,,,,,,REGION,,,,,,,,,,,,,,,,SHOPPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,MALE,,,,FEMALE,,,,ABC1,,,,C2DE,,,, 18-24,,,, 25-34,,,, 35-44,,,, 45-49,,,, 18-34S,,,, 35+,,,,EVER BOUGHT AND DRUNK COBRA,,,,BOUGHT AND DRUNK COBRA LAST 6 MONTHS,,,,BOUGHT AND DRUNK COBRA LAST 4 WEEKS,,,,TOTAL NON COBRA L4W BUYERS,,,,COBRA,,,,ENTHUSIASTIC INFLUENCERS,,,,SOCIAL EXPLORERS,,,,CONSIDERED BALANCERS,,,,CONTENT ROUTINERS,,,,SAFE & SAVVY,,,,ACCEPTORS,,,,REJECTORS,,,,NORTH + SCOTLAND,,,,MIDLANDS,,,,SOUTH + WALES,,,,NORTHERN IRELAND,,,,ASDA,,,,SAINSBURYS,,,,TESCO,,,,MORRISONS,,,,BIG 4,,,,DISCOUNTERS,,,,CONVENIENCE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,Total,Cobra Helix,Cobra Sheet,Cobra Current,Male,Cobra Helix,Cobra Sheet,Cobra Current,Female,Cobra Helix,Cobra Sheet,Cobra Current,ABC1,Cobra Helix,Cobra Sheet,Cobra Current,C2DE,Cobra Helix,Cobra Sheet,Cobra Current, 18-24,Cobra Helix,Cobra Sheet,Cobra Current, 25-34,Cobra Helix,Cobra Sheet,Cobra Current, 35-44,Cobra Helix,Cobra Sheet,Cobra Current, 45-49,Cobra Helix,Cobra Sheet,Cobra Current, 18-34S,Cobra Helix,Cobra Sheet,Cobra Current, 35+,Cobra Helix,Cobra Sheet,Cobra Current,Ever Bought And Drunk Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 6 Months,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 4 Weeks,Cobra Helix,Cobra Sheet,Cobra Current,Total non Cobra L4W buyers,Cobra Helix,Cobra Sheet,Cobra Current,Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Enthusiastic Influencers,Cobra Helix,Cobra Sheet,Cobra Current,Social Explorers,Cobra Helix,Cobra Sheet,Cobra Current,Considered Balancers,Cobra Helix,Cobra Sheet,Cobra Current,Content Routiners,Cobra Helix,Cobra Sheet,Cobra Current,Safe & Savvy,Cobra Helix,Cobra Sheet,Cobra Current,Acceptors,Cobra Helix,Cobra Sheet,Cobra Current,Rejectors,Cobra Helix,Cobra Sheet,Cobra Current,North + Scotland,Cobra Helix,Cobra Sheet,Cobra Current,Midlands,Cobra Helix,Cobra Sheet,Cobra Current,South + Wales,Cobra Helix,Cobra Sheet,Cobra Current,Northern Ireland,Cobra Helix,Cobra Sheet,Cobra Current,ASDA,Cobra Helix,Cobra Sheet,Cobra Current,SAINSBURYS,Cobra Helix,Cobra Sheet,Cobra Current,TESCO,Cobra Helix,Cobra Sheet,Cobra Current,MORRISONS,Cobra Helix,Cobra Sheet,Cobra Current,BIG 4,Cobra Helix,Cobra Sheet,Cobra Current,DISCOUNTERS,Cobra Helix,Cobra Sheet,Cobra Current,CONVENIENCE,Cobra Helix,Cobra Sheet,Cobra Current
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
