"",2%,3%,2%,- ,1%,3%,2%,4%,3%,1%,3%,4%
"",,,,,,A,,A,A,,A,A
"Never (0.00)",42,22,20,10,3,13,4,7,5,13,17,12
"",4%,5%,4%,7%,1%,6%,2%,6%,3%,3%,5%,4%
"",,,,BD,,B,,B,,,,
" Net" ,,
"At least once a week",692,347,345,101,188,130,107,80,86,289,237,166
"",68%,73%,64%,74%,77%,63%,65%,65%,60%,76%,64%,62%
"",,B,,CF,CDEF,,,,,BC,,
"Mean",92.59,99.41,86.55,113.29,107.53,82.47,72.79,86.15,90.10,109.59,78.17,88.28
"",,B,,CDEF,CDEF,,,,D,BC,,
"Standard Error",2.54,3.71,3.46,7.64,5.31,5.51,4.87,7.17,7.00,4.37,3.75,5.01
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"QFREQ2. ALL: How often do you make each of these types of journey in London?",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
" 5 or more days a week (260.00)",478,239,239,72,154,125,66,39,22,226,191,61
"",47%,50%,44%,53%,63%,61%,40%,32%,15%,59%,52%,23%
"",,,,DEF,DEF,DEF,F,F,,BC,C,
" 3-4 days a week (182.00)",202,95,107,25,41,27,41,26,42,66,68,68
"",20%,20%,20%,18%,17%,13%,25%,21%,29%,17%,18%,25%
"",,,,,,,BC,,ABC,,,AB
" 2 days a week (104.00)",101,47,54,14,18,10,20,18,21,32,30,39
"",10%,10%,10%,10%,7%,5%,12%,15%,15%,8%,8%,15%
"",,,,,,,C,BC,BC,,,AB
"Once a week (52.00)",76,31,45,7,13,11,15,14,16,20,26,30
"",7%,6%,8%,5%,5%,5%,9%,11%,11%,5%,7%,11%
"",,,,,,,,BC,BC,,,A
"Once a fortnight (26.00)",24,15,9,4,2,5,4,7,2,6,9,9
"",2%,3%,2%,3%,1%,2%,2%,6%,1%,2%,2%,3%
"",,,,,,,,B,,,,
"Once a month (12.00)",52,17,35,6,9,8,6,6,17,15,14,23
"",5%,4%,6%,4%,4%,4%,4%,5%,12%,4%,4%,9%
"",,,A,,,,,,ABCDE,,,AB
"Less often than once a month (6.00)",50,18,32,3,6,10,8,6,17,9,18,23
"",5%,4%,6%,2%,2%,5%,5%,5%,12%,2%,5%,9%
"",,,,,,,,,ABCDE,,,A
"Not in the last 12 months (0.50)",13,6,7,0,1,3,1,3,5,1,4,8
"",1%,1%,1%,- ,0%,1%,1%,2%,3%,0%,1%,3%
"",,,,,,,,,AB,,,A
"Never (0.00)",21,10,11,5,1,6,3,4,2,6,9,6
"",2%,2%,2%,4%,0%,3%,2%,3%,1%,2%,2%,2%
"",,,,B,,B,,B,,,,
" Net" ,,
"At least once a week",857,412,445,118,226,173,142,97,101,344,315,198
"",84%,86%,83%,87%,92%,84%,87%,79%,70%,90%,85%,74%
"",,,,F,CEF,F,F,,,BC,C,
"Mean",174.09,181.24,167.75,185.91,205.09,191.77,168.94,144.42,116.25,198.24,181.63,129.23
"",,B,,EF,ADEF,DEF,EF,F,,BC,C,
"Standard Error",3.03,4.30,4.26,7.98,5.33,6.82,7.24,8.83,7.66,4.47,5.00,5.85
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"QTICK. Which of the following do you use to pay for travel on public transport in London?",,
"Base - All who use Public transport",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",997,470,527,135,245,198,160,116,143,380,358,259
"" ,,
"Oyster Pay As You Go",607,271,336,104,179,155,112,55,2,283,267,57
"",61%,58%,64%,77%,73%,78%,70%,47%,1%,74%,75%,22%
"",,,A,EF,EF,EF,EF,F,,C,C,
"An Oyster season ticket (weekly, monthly, annual etc)",183,97,86,28,76,45,27,7,0,104,72,7
"",18%,21%,16%,21%,31%,23%,17%,6%,- ,27%,20%,3%
"",,,,EF,ADEF,EF,EF,F,,BC,C,
"Paper Ticket",103,56,47,14,42,21,13,10,3,56,34,13
"",10%,12%,9%,10%,17%,11%,8%,9%,2%,15%,9%,5%
"",,,,F,DEF,F,F,F,,BC,C,
"Contactless Payment – bank card",210,106,104,28,82,66,23,6,5,110,89,11
"",21%,23%,20%,21%,33%,33%,14%,5%,3%,29%,25%,4%
"",,,,EF,ADEF,ADEF,EF,,,C,C,
"Contactless Payment – mobile phone",37,23,14,5,22,9,1,0,0,27,10,0
"",4%,5%,3%,4%,9%,5%,1%,- ,- ,7%,3%,- 
"",,,,EF,DEF,DEF,,,,BC,C,
"Freedom Pass (Older or disabled Freedom Pass / 60+ Oyster Photocard / Veterans Oyster card)",232,129,103,4,12,12,13,53,138,16,25,191
"",23%,27%,20%,3%,5%,6%,8%,46%,97%,4%,7%,74%
"",,B,,,,,,ABCD,ABCDE,,,AB
"Other",9,3,6,3,2,0,1,2,1,5,1,3
"",1%,1%,1%,2%,1%,- ,1%,2%,1%,1%,0%,1%
"",,,,C,,,,,,,,
" Net" ,,
"Oyster users",701,318,383,121,214,170,134,60,2,335,304,62
"",70%,68%,73%,90%,87%,86%,84%,52%,1%,88%,85%,24%
"",,,,EF,EF,EF,EF,F,,C,C,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"OYST3. Can I just check, do you currently have an Oyster card?",,
"Base - All not mentioning Oyster at QTICK",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",296,152,144,14**,31*,28**,26**,56*,141,45*,54*,197
"" ,,
"Yes",132,64,68,11,23,16,13,36,33,34,29,69
"",45%,42%,47%,79%,74%,57%,50%,64%,23%,76%,54%,35%
"",,,,,F,,,F,,BC,C,
"No",157,84,73,3,8,12,11,18,105,11,23,123
"",53%,55%,51%,21%,26%,43%,42%,32%,74%,24%,43%,62%
"",,,,,,,,,BE,,,AB
"Don’t know",7,4,3,0,0,0,2,2,3,0,2,5
"",2%,3%,2%,- ,- ,- ,8%,4%,2%,- ,4%,3%
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"QTICK/ OYST3",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",997,470,527,135,245,198,160,116,143,380,358,259
"" ,,
"Oyster user",833,382,451,132,237,186,147,96,35,369,333,131
"",84%,81%,86%,98%,97%,94%,92%,83%,24%,97%,93%,51%
"",,,,DEF,DEF,EF,EF,F,,BC,C,
"Non user",164,88,76,3,8,12,13,20,108,11,25,128
"",16%,19%,14%,2%,3%,6%,8%,17%,76%,3%,7%,49%
"",,,,,,,AB,ABCD,ABCDE,,A,AB
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"OA1. Have you ever set up an Online Oyster Account to manage your Oyster Card online?",,
"Base - All Oyster card users",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",833,382,451,132,237,186,147,96*,35*,369,333,131
"" ,,
"Yes",498,249,249,83,160,116,78,53,8,243,194,61
"",60%,65%,55%,63%,68%,62%,53%,55%,23%,66%,58%,47%
"",,B,,F,DEF,F,F,F,,BC,C,
"No",335,133,202,49,77,70,69,43,27,126,139,70
"",40%,35%,45%,37%,32%,38%,47%,45%,77%,34%,42%,53%
"",,,A,,,,B,B,ABCDE,,A,AB
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I1x1 How often do you use the Internet at home?",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"Several times a day (82.00)",878,411,467,132,213,181,136,100,116,345,317,216
"",86%,86%,87%,97%,87%,88%,83%,81%,81%,91%,86%,81%
"",,,,BCDEF,,F,,,,BC,,
"Once a day (30.00)",104,52,52,2,22,15,21,18,26,24,36,44
"",10%,11%,10%,1%,9%,7%,13%,15%,18%,6%,10%,16%
"",,,,,A,A,A,AC,ABC,,,AB
"Up to three or four times a week (26.00)",18,7,11,0,7,6,4,0,1,7,10,1
"",2%,1%,2%,- ,3%,3%,2%,- ,1%,2%,3%,0%
"",,,,,A,A,,,,,C,
"Up to three or four times a month (12.00)",5,4,1,1,1,0,1,1,1,2,1,2
"",0%,1%,0%,1%,0%,- ,1%,1%,1%,1%,0%,1%
"",,,,,,,,,,,,
"About once a month (1.00)",2,0,2,1,1,0,0,0,0,2,0,0
"",0%,- ,0%,1%,0%,- ,- ,- ,- ,1%,- ,- 
"",,,,,,,,,,,,
"Less than once a month (0.50)",5,4,1,0,0,2,1,2,0,0,3,2
"",0%,1%,0%,- ,- ,1%,1%,2%,- ,- ,1%,1%
"",,,,,,,,B,,,,
"Never/Do not use it here (0.00)",5,0,5,0,1,1,1,2,0,1,2,2
"",0%,- ,1%,- ,0%,0%,1%,2%,- ,0%,1%,1%
"",,,A,,,,,,,,,
" Net" ,,
"At least once a day",982,463,519,134,235,196,157,118,142,369,353,260
"",97%,97%,96%,99%,96%,96%,96%,96%,99%,97%,96%,97%
"",,,,,,,,,,,,
"Mean",74.38,74.26,74.50,80.13,74.78,75.36,72.55,71.16,71.74,76.69,74.11,71.47
"",,,,BCDEF,,,,,,C,,
"Standard Error",0.61,0.89,0.84,0.94,1.21,1.30,1.65,2.09,1.75,0.85,1.03,1.35
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I1x2 How often do you use the Internet at work?",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"Several times a day (82.00)",473,243,230,75,145,122,84,33,14,220,206,47
"",47%,51%,43%,55%,59%,60%,51%,27%,10%,58%,56%,18%
"",,B,,EF,EF,EF,EF,F,,C,C,
"Once a day (30.00)",116,51,65,25,42,25,13,9,2,67,38,11
"",11%,11%,12%,18%,17%,12%,8%,7%,1%,18%,10%,4%
"",,,,DEF,DEF,F,F,F,,BC,C,
"Up to three or four times a week (26.00)",33,17,16,3,9,9,5,5,2,12,14,7
"",3%,4%,3%,2%,4%,4%,3%,4%,1%,3%,4%,3%
"",,,,,,,,,,,,
"Up to three or four times a month (12.00)",17,10,7,2,8,3,1,1,2,10,4,3
"",2%,2%,1%,1%,3%,1%,1%,1%,1%,3%,1%,1%
"",,,,,,,,,,,,
"About once a month (1.00)",9,5,4,1,3,1,4,0,0,4,5,0
"",1%,1%,1%,1%,1%,0%,2%,- ,- ,1%,1%,- 
"",,,,,,,,,,,,
"Less than once a month (0.50)",12,2,10,1,2,2,6,1,0,3,8,1
"",1%,0%,2%,1%,1%,1%,4%,1%,- ,1%,2%,0%
"",,,A,,,,BF,,,,,
"Never/Do not use it here (0.00)",357,150,207,29,36,43,51,74,124,65,94,198
"",35%,31%,38%,21%,15%,21%,31%,60%,86%,17%,25%,74%
"",,,A,,,,BC,ABCD,ABCDE,,A,AB
" Net" ,,
"At least once a day",589,294,295,100,187,147,97,42,16,287,244,58
"",58%,62%,55%,74%,76%,72%,59%,34%,11%,75%,66%,22%
"",,B,,DEF,DEF,DEF,EF,F,,BC,C,
"Mean",42.62,46.08,39.55,51.50,55.04,53.79,45.29,25.35,8.92,53.77,50.01,16.49
"",,B,,EF,DEF,DEF,EF,F,,C,C,
"Standard Error",1.19,1.72,1.63,3.03,2.16,2.48,3.02,3.21,2.05,1.76,1.93,1.91
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I1x3 How often do you use the Internet on the move?",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"Several times a day (82.00)",401,195,206,92,135,99,44,19,12,227,143,31
"",39%,41%,38%,68%,55%,48%,27%,15%,8%,60%,39%,12%
"",,,,BCDEF,DEF,DEF,EF,,,BC,C,
"Once a day (30.00)",106,42,64,19,35,29,13,6,4,54,42,10
"",10%,9%,12%,14%,14%,14%,8%,5%,3%,14%,11%,4%
"",,,,EF,EF,EF,F,,,C,C,
"Up to three or four times a week (26.00)",133,70,63,13,39,26,31,9,15,52,57,24
"",13%,15%,12%,10%,16%,13%,19%,7%,10%,14%,15%,9%
"",,,,,E,,AEF,,,,C,
"Up to three or four times a month (12.00)",60,30,30,6,14,10,12,12,6,20,22,18
"",6%,6%,6%,4%,6%,5%,7%,10%,4%,5%,6%,7%
"",,,,,,,,,,,,
"About once a month (1.00)",19,7,12,1,5,5,2,5,1,6,7,6
"",2%,1%,2%,1%,2%,2%,1%,4%,1%,2%,2%,2%
"",,,,,,,,,,,,
"Less than once a month (0.50)",65,30,35,5,3,15,19,10,13,8,34,23
"",6%,6%,6%,4%,1%,7%,12%,8%,9%,2%,9%,9%
"",,,,,,B,AB,B,B,,A,A
"Never/Do not use it here (0.00)",233,104,129,0,14,21,43,62,93,14,64,155
"",23%,22%,24%,- ,6%,10%,26%,50%,65%,4%,17%,58%
"",,,,,A,A,ABC,ABCD,ABCDE,,A,AB
" Net" ,,
"At least once a day",507,237,270,111,170,128,57,25,16,281,185,41
"",50%,50%,50%,82%,69%,62%,35%,20%,11%,74%,50%,15%
"",,,,BCDEF,DEF,DEF,EF,F,,BC,C,
"Mean",39.62,40.69,38.66,62.70,54.32,47.79,30.24,17.28,10.93,57.31,39.99,13.86
"",,,,BCDEF,CDEF,DEF,EF,F,,BC,C,
"Standard Error",1.12,1.63,1.54,2.46,2.02,2.41,2.60,2.64,1.95,1.58,1.82,1.61
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I1 Frequency of using the internet",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"Several times a day (82.00)",932,439,493,134,234,193,152,101,118,368,345,219
"",92%,92%,91%,99%,96%,94%,93%,82%,82%,97%,93%,82%
"",,,,CDEF,EF,EF,EF,,,C,C,
"Once a day (30.00)",68,32,36,0,7,9,9,19,24,7,18,43
"",7%,7%,7%,- ,3%,4%,5%,15%,17%,2%,5%,16%
"",,,,,A,A,A,ABCD,ABCD,,A,AB
"Up to three or four times a week (26.00)",11,4,7,2,4,3,1,0,1,6,4,1
"",1%,1%,1%,1%,2%,1%,1%,- ,1%,2%,1%,0%
"",,,,,,,,,,,,
"Up to three or four times a month (12.00)",3,2,1,0,0,0,2,0,1,0,2,1
"",0%,0%,0%,- ,- ,- ,1%,- ,1%,- ,1%,0%
"",,,,,,,,,,,,
"About once a month (1.00)",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Less than once a month (0.50)",3,1,2,0,0,0,0,3,0,0,0,3
"",0%,0%,0%,- ,- ,- ,- ,2%,- ,- ,- ,1%
"",,,,,,,,BCD,,,,AB
"Never/Do not use it here (0.00)",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
" Net" ,,
"At least once a day",1000,471,529,134,241,202,161,120,142,375,363,262
"",98%,99%,98%,99%,98%,99%,98%,98%,99%,98%,98%,98%
"",,,,,,,,,,,,
"Mean",77.47,77.59,77.37,81.18,79.60,78.90,77.95,71.98,72.46,80.16,78.48,72.24
"",,,,DEF,EF,EF,EF,,,BC,C,
"Standard Error",0.47,0.68,0.66,0.58,0.71,0.87,1.14,1.98,1.70,0.50,0.70,1.29
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I2. Which of the following do you use the internet for?",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"E-mail",995,467,528,133,240,199,163,117,143,373,362,260
"",98%,98%,98%,98%,98%,97%,99%,95%,99%,98%,98%,97%
"",,,,,,,E,,E,,,
"Finding/sourcing information",947,440,507,126,221,193,152,116,139,347,345,255
"",93%,92%,94%,93%,90%,94%,93%,94%,97%,91%,93%,96%
"",,,,,,,,,B,,,A
"Buying goods and services",930,438,492,126,220,193,149,112,130,346,342,242
"",91%,92%,91%,93%,90%,94%,91%,91%,90%,91%,93%,91%
"",,,,,,,,,,,,
"Maps & directions",922,440,482,126,227,188,148,106,127,353,336,233
"",91%,92%,89%,93%,93%,92%,90%,86%,88%,93%,91%,87%
"",,,,,E,,,,,C,,
"Banking",861,413,448,115,214,186,137,97,112,329,323,209
"",85%,86%,83%,85%,87%,91%,84%,79%,78%,86%,88%,78%
"",,,,,EF,DEF,,,,C,C,
"Social media and networking (eg sites like Facebook, Twitter or blogs)",811,363,448,129,225,179,124,80,74,354,303,154
"",80%,76%,83%,95%,92%,87%,76%,65%,51%,93%,82%,58%
"",,,A,CDEF,DEF,DEF,F,F,,BC,C,
"Accessing live public transport information (eg travel conditions, delays)",802,376,426,114,212,165,129,80,102,326,294,182
"",79%,79%,79%,84%,87%,80%,79%,65%,71%,86%,80%,68%
"",,,,EF,DEF,EF,E,,,BC,C,
"Watching video content (eg YouTube, iPlayer, 4OD)",787,378,409,129,212,171,128,76,71,341,299,147
"",77%,79%,76%,95%,87%,83%,78%,62%,49%,90%,81%,55%
"",,,,BCDEF,DEF,EF,EF,F,,BC,C,
"Contacting companies for customer service",720,330,390,89,190,149,125,77,90,279,274,167
"",71%,69%,72%,65%,78%,73%,76%,63%,63%,73%,74%,63%
"",,,,,AEF,F,AEF,,,C,C,
"Apps",716,342,374,126,213,163,113,49,52,339,276,101
"",70%,72%,69%,93%,87%,80%,69%,40%,36%,89%,75%,38%
"",,,,CDEF,CDEF,DEF,EF,,,BC,C,
"Making day to day travel plans",711,325,386,98,200,151,120,69,73,298,271,142
"",70%,68%,72%,72%,82%,74%,73%,56%,51%,78%,73%,53%
"",,,,EF,ACDEF,EF,EF,,,C,C,
"Sharing photos",669,283,386,117,195,153,91,52,61,312,244,113
"",66%,59%,72%,86%,80%,75%,55%,42%,42%,82%,66%,42%
"",,,A,CDEF,DEF,DEF,EF,,,BC,C,
"Work related/as part of job",596,298,298,86,192,150,105,44,19,278,255,63
"",59%,62%,55%,63%,78%,73%,64%,36%,13%,73%,69%,24%
"",,B,,EF,ADEF,EF,EF,F,,C,C,
"Playing games",557,268,289,97,168,120,86,42,44,265,206,86
"",55%,56%,54%,71%,69%,59%,52%,34%,31%,70%,56%,32%
"",,,,CDEF,CDEF,EF,EF,,,BC,C,
"Education related",544,242,302,101,158,120,82,43,40,259,202,83
"",53%,51%,56%,74%,64%,59%,50%,35%,28%,68%,55%,31%
"",,,,CDEF,DEF,EF,EF,,,BC,C,
" Net" ,,
"Travel information (Accessing live public travel information or making day to day travel plans)",856,400,456,123,225,171,137,92,108,348,308,200
"",84%,84%,85%,90%,92%,83%,84%,75%,75%,91%,83%,75%
"",,,,EF,CDEF,,,,,BC,C,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I3. Which of the following devices do you use to access the Internet",,
"Base - All respondents",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"Desktop PC or laptop",989,468,521,134,241,197,159,119,139,375,356,258
"",97%,98%,97%,99%,98%,96%,97%,97%,97%,98%,96%,97%
"",,,,,,,,,,,,
"Tablet e.g. iPad",613,295,318,91,170,136,92,58,66,261,228,124
"",60%,62%,59%,67%,69%,66%,56%,47%,46%,69%,62%,46%
"",,,,EF,DEF,DEF,,,,C,C,
"Smartphone (e.g. iPhone, Blackberry, Android)",784,371,413,134,226,184,123,61,56,360,307,117
"",77%,78%,77%,99%,92%,90%,75%,50%,39%,94%,83%,44%
"",,,,BCDEF,DEF,DEF,EF,,,BC,C,
"Standard mobile phone (not a smartphone)",132,79,53,33,46,19,10,13,11,79,29,24
"",13%,17%,10%,24%,19%,9%,6%,11%,8%,21%,8%,9%
"",,B,,CDEF,CDEF,,,,,BC,,
"Games console e.g. Playstation, Xbox",229,137,92,62,98,49,15,2,3,160,64,5
"",23%,29%,17%,46%,40%,24%,9%,2%,2%,42%,17%,2%
"",,B,,CDEF,CDEF,DEF,EF,,,BC,C,
"Smart TV",287,162,125,50,100,66,36,23,12,150,102,35
"",28%,34%,23%,37%,41%,32%,22%,19%,8%,39%,28%,13%
"",,B,,DEF,DEF,DEF,F,F,,BC,C,
"A wearable device (e.g. iWatch)",101,70,31,28,48,16,7,2,0,76,23,2
"",10%,15%,6%,21%,20%,8%,4%,2%,- ,20%,6%,1%
"",,B,,CDEF,CDEF,EF,F,,,BC,C,
"iPod",2,0,2,1,0,0,0,1,0,1,0,1
"",0%,- ,0%,1%,- ,- ,- ,1%,- ,0%,- ,0%
"",,,,,,,,,,,,
"Other (Please type in)",7,4,3,0,1,1,2,2,1,1,3,3
"",1%,1%,1%,- ,0%,0%,1%,2%,1%,0%,1%,1%
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I3b. Which of the following devices do you use to access the internet?",,
"Base - All Internet users on a Smartphone",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",784,371,413,134,226,184,123,61*,56*,360,307,117
"" ,,
"Apple e.g. iPhone",376,174,202,86,140,77,39,19,15,226,116,34
"",48%,47%,49%,64%,62%,42%,32%,31%,27%,63%,38%,29%
"",,,,CDEF,CDEF,F,,,,BC,,
"Blackberry",86,57,29,28,32,15,10,1,0,60,25,1
"",11%,15%,7%,21%,14%,8%,8%,2%,- ,17%,8%,1%
"",,B,,CDEF,EF,F,F,,,BC,C,
"Android phone e.g. Samsung Galaxy",483,242,241,81,144,113,78,30,37,225,191,67
"",62%,65%,58%,60%,64%,61%,63%,49%,66%,63%,62%,57%
"",,B,,,E,,,,,,,
"Windows phone e.g. Microsoft Lumia",136,82,54,31,46,24,19,11,5,77,43,16
"",17%,22%,13%,23%,20%,13%,15%,18%,9%,21%,14%,14%
"",,B,,CF,F,,,,,B,,
"Other smartphone [please specify]",10,5,5,1,1,2,3,2,1,2,5,3
"",1%,1%,1%,1%,0%,1%,2%,3%,2%,1%,2%,3%
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"I3c. How often do you access the internet via a mobile device to send or receive emails, browse the internet, use apps or for any other purposes?",,
"Base - All Internet users on a Smartphone",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",883,415,468,135,236,192,141,85*,94*,371,333,179
"" ,,
"Several times a day (82.00)",647,293,354,122,194,156,84,46,45,316,240,91
"",73%,71%,76%,90%,82%,81%,60%,54%,48%,85%,72%,51%
"",,,,BCDEF,DEF,DEF,,,,BC,C,
"Once a day (30.00)",82,44,38,8,30,15,17,7,5,38,32,12
"",9%,11%,8%,6%,13%,8%,12%,8%,5%,10%,10%,7%
"",,,,,A,,,,,,,
"Up to three or four times a week (26.00)",50,29,21,4,6,14,10,7,9,10,24,16
"",6%,7%,4%,3%,3%,7%,7%,8%,10%,3%,7%,9%
"",,,,,,B,B,B,AB,,A,A
"Up to three or four times a month (12.00)",32,21,11,0,4,1,13,6,8,4,14,14
"",4%,5%,2%,- ,2%,1%,9%,7%,9%,1%,4%,8%
"",,B,,,,,ABC,ABC,ABC,,A,A
"About once a month (1.00)",7,2,5,0,0,1,2,1,3,0,3,4
"",1%,0%,1%,- ,- ,1%,1%,1%,3%,- ,1%,2%
"",,,,,,,,,AB,,,A
